Student ID,Name,Gender,Age,Department,Semester,Attendance (%),Internal Marks,Midterm Marks,Final Exam Marks,Total Marks,GPA,Result,Backlogs,Scholarship,Hostel Resident,Extra Curricular Score,Parental Income (USD),Internet Access,Study Hours per Day
STD12227,Student_12227,Female,24,CSE,3,95.4,26,32,36,94,3.0,Fail,1,No,No,88.52,3310.67,Yes,4.87
STD12228,Student_12228,Female,20,Textile,8,79.19,14,42,68,124,3.7,Fail,1,Yes,No,55.55,7135.08,Yes,5.68
STD12229,Student_12229,Female,17,BBA,3,100.0,23,47,50,120,3.7,Fail,1,No,No,40.88,8596.66,Yes,2.83
STD12230,Student_12230,Male,20,EEE,3,76.57,16,38,58,112,3.3,Pass,0,No,No,72.96,3606.3,Yes,3.2
STD12231,Student_12231,Female,21,BBA,7,81.86,12,32,40,84,2.5,Fail,2,No,No,13.74,5581.99,Yes,3.53
STD12232,Student_12232,Male,22,EEE,8,74.16,14,43,67,124,3.7,Pass,0,No,No,87.66,2952.84,Yes,0.88
STD12233,Student_12233,Female,20,ME,2,68.2,14,42,42,98,3.0,Fail,2,No,No,51.37,6270.86,Yes,3.01
STD12234,Student_12234,Male,21,CE,5,88.75,17,46,69,132,3.7,Pass,0,No,No,71.25,2864.42,Yes,4.55
STD12235,Student_12235,Female,21,ME,6,99.97,12,41,54,107,3.3,Pass,0,No,No,78.12,3076.48,Yes,1.71
STD12236,Student_12236,Female,17,CSE,3,80.48,10,43,65,118,3.3,Fail,1,No,Yes,26.89,4379.13,Yes,2.69
STD12237,Student_12237,Female,23,Textile,4,85.03,11,37,66,114,3.3,Fail,2,Yes,No,85.49,2316.05,Yes,0.5
STD12238,Student_12238,Female,17,ME,3,72.51,16,40,59,115,3.3,Pass,0,No,Yes,56.8,2958.27,Yes,4.61
STD12239,Student_12239,Female,24,ME,6,79.21,24,32,57,113,3.3,Fail,1,No,No,77.56,1850.41,Yes,3.67
STD12240,Student_12240,Female,24,CSE,1,69.62,23,28,33,84,2.5,Fail,2,No,No,85.05,3470.56,Yes,3.51
STD12241,Student_12241,Male,20,CSE,2,99.97,22,43,49,114,3.3,Fail,2,No,Yes,50.75,3990.07,Yes,4.66
STD12242,Student_12242,Female,17,CE,8,72.99,21,36,41,98,3.0,Fail,2,No,No,75.11,6252.79,Yes,2.2
STD12243,Student_12243,Male,17,CE,4,84.98,27,29,42,98,3.0,Fail,2,Yes,No,96.36,2168.86,Yes,5.07
STD12244,Student_12244,Female,23,BBA,2,100.0,11,34,55,100,3.0,Pass,0,No,Yes,43.05,6608.04,Yes,3.51
STD12245,Student_12245,Male,22,EEE,2,86.14,16,27,67,110,3.3,Fail,1,Yes,No,82.68,4142.04,Yes,0.5
STD12246,Student_12246,Male,19,CSE,1,83.97,19,37,65,121,3.7,Pass,0,No,No,82.19,3928.44,Yes,2.75
STD12247,Student_12247,Male,24,ME,3,88.2,29,33,52,114,3.3,Fail,1,No,Yes,80.9,3520.65,Yes,1.9
STD12248,Student_12248,Male,20,ME,4,72.19,19,49,49,117,3.3,Pass,0,No,No,41.61,6273.35,Yes,3.05
STD12249,Student_12249,Male,24,CE,8,66.78,15,35,32,82,2.5,Pass,0,Yes,No,67.06,3397.66,No,3.77
STD12250,Student_12250,Male,23,EEE,5,87.33,13,26,40,79,2.5,Fail,1,No,Yes,100.0,6764.09,Yes,1.54
STD12251,Student_12251,Female,20,CSE,8,86.22,17,36,59,112,3.3,Fail,1,No,Yes,80.64,1708.68,No,2.19
STD12252,Student_12252,Male,24,CE,8,88.12,22,48,39,109,3.3,Fail,2,No,Yes,40.0,5627.33,Yes,2.27
STD12253,Student_12253,Female,20,EEE,2,59.67,14,33,42,89,2.5,Fail,1,No,Yes,69.15,8307.8,Yes,4.5
STD12254,Student_12254,Female,17,CSE,6,71.55,17,22,39,78,2.5,Fail,1,Yes,Yes,20.54,4229.42,Yes,2.2
STD12255,Student_12255,Male,22,ME,5,86.15,17,42,60,119,3.3,Fail,2,No,No,75.56,7449.39,Yes,3.78
STD12256,Student_12256,Male,17,ME,8,83.32,18,29,66,113,3.3,Pass,0,No,No,90.45,4054.99,Yes,5.03
STD12257,Student_12257,Female,21,CE,5,94.06,23,20,54,97,3.0,Pass,0,No,No,67.92,4044.8,Yes,2.49
STD12258,Student_12258,Male,18,EEE,7,88.01,20,30,58,108,3.3,Fail,2,No,Yes,27.27,9328.88,Yes,2.64
STD12259,Student_12259,Male,18,ME,3,96.93,19,28,50,97,3.0,Fail,1,Yes,No,51.61,4437.04,Yes,2.77
STD12260,Student_12260,Male,23,EEE,5,96.29,16,23,44,83,2.5,Fail,2,No,No,57.51,6056.9,Yes,1.99
STD12261,Student_12261,Male,18,CE,4,91.12,22,24,40,86,2.5,Pass,0,No,Yes,71.62,6547.68,Yes,3.68
STD12262,Student_12262,Male,23,BBA,3,83.87,18,38,63,119,3.3,Fail,2,Yes,Yes,42.18,6945.8,No,1.39
STD12263,Student_12263,Male,19,EEE,8,88.26,17,44,40,101,3.0,Fail,1,No,No,28.07,4257.03,Yes,2.98
STD12264,Student_12264,Male,17,Textile,6,89.28,26,30,37,93,3.0,Fail,2,No,Yes,59.48,5635.66,No,0.5
STD12265,Student_12265,Female,24,EEE,5,96.99,23,25,63,111,3.3,Fail,2,No,Yes,58.25,2934.34,Yes,2.0
STD12266,Student_12266,Male,21,CE,3,81.45,27,47,55,129,3.7,Fail,2,No,No,47.47,3518.49,No,2.34
STD12267,Student_12267,Female,21,Textile,4,89.23,18,42,50,110,3.3,Pass,0,Yes,No,39.26,3815.23,Yes,4.12
STD12268,Student_12268,Female,18,BBA,2,71.06,24,43,53,120,3.7,Fail,2,No,No,30.0,4862.0,Yes,1.05
STD12269,Student_12269,Female,22,ME,1,81.2,25,31,61,117,3.3,Fail,1,No,No,48.4,5203.62,Yes,1.79
STD12270,Student_12270,Female,19,CSE,3,87.29,29,32,47,108,3.3,Pass,0,No,No,79.43,6483.28,Yes,2.22
STD12271,Student_12271,Male,23,CE,6,88.79,18,36,55,109,3.3,Pass,0,No,Yes,100.0,7569.43,Yes,2.9
STD12272,Student_12272,Female,19,CSE,1,91.23,19,20,45,84,2.5,Pass,0,No,No,87.07,5671.69,Yes,5.66
STD12273,Student_12273,Female,18,BBA,7,77.8,23,41,66,130,3.7,Fail,1,No,No,73.38,9624.38,Yes,1.89
STD12274,Student_12274,Female,23,Textile,8,85.55,21,25,49,95,3.0,Fail,1,No,No,46.03,5179.89,Yes,1.03
STD12275,Student_12275,Female,23,BBA,2,80.01,17,36,44,97,3.0,Fail,2,No,No,66.09,5115.86,Yes,2.51
STD12276,Student_12276,Female,18,EEE,6,100.0,26,43,33,102,3.0,Pass,0,Yes,No,79.77,7378.11,Yes,1.77
STD12277,Student_12277,Male,24,CSE,4,69.94,26,29,69,124,3.7,Fail,1,No,No,65.06,5416.1,Yes,2.2
STD12278,Student_12278,Male,17,CSE,6,100.0,28,26,45,99,3.0,Fail,1,Yes,No,80.68,5790.76,Yes,3.81
STD12279,Student_12279,Female,22,BBA,2,91.75,27,35,41,103,3.0,Pass,0,No,Yes,73.05,5629.3,Yes,4.51
STD12280,Student_12280,Male,19,Textile,1,58.03,22,26,64,112,3.3,Fail,2,Yes,Yes,100.0,4495.23,Yes,5.22
STD12281,Student_12281,Male,21,CSE,4,80.02,26,32,55,113,3.3,Fail,1,No,No,83.92,2507.71,Yes,3.01
STD12282,Student_12282,Female,18,ME,6,87.46,13,23,38,74,2.0,Fail,1,No,No,18.11,6934.53,Yes,2.72
STD12283,Student_12283,Female,17,BBA,8,84.51,27,34,45,106,3.3,Pass,0,No,No,34.37,7429.77,Yes,1.83
STD12284,Student_12284,Female,21,EEE,5,68.85,19,40,44,103,3.0,Pass,0,No,No,58.2,7544.79,Yes,1.04
STD12285,Student_12285,Male,24,EEE,5,73.41,19,43,49,111,3.3,Fail,1,No,No,93.96,5027.77,Yes,1.65
STD12286,Student_12286,Female,19,EEE,8,86.19,14,35,32,81,2.5,Fail,1,No,No,46.13,4873.25,Yes,1.18
STD12287,Student_12287,Male,18,CSE,8,71.1,10,45,34,89,2.5,Fail,1,No,No,52.74,2311.07,Yes,0.59
STD12288,Student_12288,Male,23,BBA,3,93.35,23,28,69,120,3.7,Pass,0,No,No,43.52,2008.92,Yes,4.28
STD12289,Student_12289,Male,24,EEE,5,82.34,19,23,68,110,3.3,Pass,0,No,No,56.8,4615.22,Yes,0.76
STD12290,Student_12290,Female,24,BBA,6,90.92,14,44,42,100,3.0,Pass,0,No,Yes,85.95,7903.73,Yes,0.5
STD12291,Student_12291,Male,22,CSE,1,73.97,18,35,58,111,3.3,Fail,1,No,No,13.99,3020.97,Yes,2.92
STD12292,Student_12292,Female,18,ME,5,71.45,26,29,36,91,3.0,Pass,0,No,No,53.8,2731.44,Yes,5.12
STD12293,Student_12293,Female,24,ME,3,95.33,28,29,37,94,3.0,Fail,2,No,No,35.31,4785.27,Yes,3.58
STD12294,Student_12294,Female,22,ME,4,84.35,14,44,56,114,3.3,Pass,0,No,No,79.27,4202.65,Yes,0.5
STD12295,Student_12295,Female,17,CSE,5,68.47,10,28,38,76,2.5,Fail,2,No,No,67.09,5005.27,Yes,4.17
STD12296,Student_12296,Female,17,EEE,3,76.66,16,38,61,115,3.3,Pass,0,Yes,No,47.35,3885.16,Yes,2.89
STD12297,Student_12297,Male,24,CSE,8,87.0,10,47,65,122,3.7,Fail,2,No,No,92.28,6614.18,Yes,2.09
STD12298,Student_12298,Male,19,BBA,5,70.23,19,39,65,123,3.7,Pass,0,No,No,59.57,3474.06,Yes,4.31
STD12299,Student_12299,Male,22,ME,7,56.55,12,32,67,111,3.3,Fail,1,No,No,75.87,7056.56,Yes,2.65
STD12300,Student_12300,Male,18,BBA,5,69.93,26,33,68,127,3.7,Pass,0,No,No,88.08,3006.15,Yes,1.57
STD12301,Student_12301,Male,17,CSE,6,92.77,19,24,40,83,2.5,Fail,1,No,Yes,56.04,3808.31,No,4.29
STD12302,Student_12302,Female,18,CE,8,67.57,18,25,65,108,3.3,Pass,0,No,No,52.26,4733.69,Yes,2.1
STD12303,Student_12303,Female,19,CE,8,94.56,18,29,36,83,2.5,Fail,1,Yes,No,52.43,2341.13,Yes,0.5
STD12304,Student_12304,Male,22,CSE,1,87.75,20,25,68,113,3.3,Fail,2,No,No,58.85,3577.07,Yes,1.21
STD12305,Student_12305,Male,18,EEE,3,77.51,22,47,50,119,3.3,Fail,1,No,Yes,59.17,7903.14,Yes,1.98
STD12306,Student_12306,Male,21,Textile,3,96.52,18,29,44,91,3.0,Fail,1,No,No,98.17,3742.34,Yes,2.88
STD12307,Student_12307,Female,18,BBA,2,71.47,21,20,53,94,3.0,Fail,1,No,Yes,80.14,4655.18,Yes,6.42
STD12308,Student_12308,Female,20,CSE,2,78.75,16,35,52,103,3.0,Fail,2,No,No,41.23,4143.4,Yes,6.68
STD12309,Student_12309,Female,20,CSE,3,84.18,12,39,38,89,2.5,Fail,1,Yes,No,98.59,7223.86,Yes,4.81
STD12310,Student_12310,Male,23,CE,8,80.37,21,45,41,107,3.3,Fail,1,No,No,74.76,4798.53,Yes,6.02
STD12311,Student_12311,Male,19,ME,6,85.47,22,26,37,85,2.5,Fail,1,Yes,No,43.56,5314.51,Yes,1.72
STD12312,Student_12312,Male,19,ME,1,90.7,19,46,51,116,3.3,Pass,0,No,No,61.6,3779.31,Yes,1.24
STD12313,Student_12313,Male,19,Textile,5,78.76,15,27,63,105,3.3,Pass,0,No,Yes,61.67,7714.05,Yes,1.56
STD12314,Student_12314,Female,21,EEE,8,99.77,29,33,49,111,3.3,Fail,2,No,No,66.88,5845.37,Yes,2.35
STD12315,Student_12315,Male,22,EEE,4,75.58,14,27,61,102,3.0,Fail,1,No,Yes,46.43,6244.33,Yes,4.66
STD12316,Student_12316,Male,21,Textile,6,82.1,22,41,42,105,3.3,Fail,1,No,No,71.96,5240.44,Yes,4.43
STD12317,Student_12317,Male,23,EEE,5,89.26,29,22,68,119,3.3,Pass,0,No,Yes,92.16,3886.28,Yes,3.6
STD12318,Student_12318,Female,18,CE,4,83.01,29,23,49,101,3.0,Fail,1,No,Yes,79.46,3714.12,Yes,3.64
STD12319,Student_12319,Female,24,CSE,1,70.52,18,39,37,94,3.0,Fail,2,No,Yes,21.28,7276.42,Yes,2.18
STD12320,Student_12320,Male,17,EEE,2,84.52,18,32,35,85,2.5,Fail,2,No,Yes,47.14,7644.06,Yes,5.14
STD12321,Student_12321,Female,22,CE,8,75.14,16,25,64,105,3.3,Fail,1,No,No,63.02,4297.58,Yes,0.5
STD12322,Student_12322,Female,20,BBA,3,100.0,16,23,62,101,3.0,Fail,1,No,No,61.17,5975.12,Yes,2.13
STD12323,Student_12323,Female,20,CSE,1,99.16,10,40,54,104,3.0,Fail,2,No,No,89.18,3533.06,Yes,2.23
STD12324,Student_12324,Female,23,Textile,4,86.03,27,41,43,111,3.3,Pass,0,No,No,89.1,5044.7,Yes,1.88
STD12325,Student_12325,Female,24,BBA,6,81.9,21,30,62,113,3.3,Fail,2,No,No,39.01,2140.49,Yes,2.8
STD12326,Student_12326,Male,20,ME,3,95.6,23,38,69,130,3.7,Fail,1,No,Yes,47.65,3867.97,Yes,5.17
STD12327,Student_12327,Male,23,ME,4,96.8,24,38,45,107,3.3,Fail,1,Yes,No,76.79,4302.66,Yes,3.76
STD12328,Student_12328,Male,18,CSE,5,89.62,12,42,67,121,3.7,Fail,2,Yes,No,94.67,7061.45,Yes,4.49
STD12329,Student_12329,Female,18,EEE,5,98.88,12,36,67,115,3.3,Fail,1,No,No,75.95,6258.27,Yes,2.35
STD12330,Student_12330,Female,19,CSE,6,88.53,28,23,32,83,2.5,Fail,1,No,No,68.88,3117.81,Yes,3.33
STD12331,Student_12331,Female,17,EEE,5,86.3,18,38,67,123,3.7,Fail,1,No,No,57.1,5294.79,Yes,2.79
STD12332,Student_12332,Female,19,Textile,3,87.71,27,48,39,114,3.3,Fail,2,No,No,89.22,4327.43,Yes,4.37
STD12333,Student_12333,Male,18,ME,2,79.05,10,40,62,112,3.3,Fail,2,Yes,No,30.69,2479.98,Yes,4.21
STD12334,Student_12334,Male,21,CSE,2,92.69,26,37,45,108,3.3,Pass,0,Yes,No,28.13,3123.92,Yes,1.18
STD12335,Student_12335,Male,19,CSE,4,82.65,21,29,60,110,3.3,Pass,0,Yes,No,96.22,2601.33,Yes,4.9
STD12336,Student_12336,Male,22,Textile,2,87.9,27,28,54,109,3.3,Fail,2,Yes,Yes,57.91,3917.73,Yes,2.07
STD12337,Student_12337,Male,18,EEE,8,81.94,11,24,43,78,2.5,Fail,1,Yes,No,49.55,7179.94,Yes,4.02
STD12338,Student_12338,Male,18,ME,2,89.37,16,33,37,86,2.5,Fail,1,No,Yes,86.41,5147.43,Yes,3.94
STD12339,Student_12339,Female,24,ME,4,87.26,13,29,38,80,2.5,Fail,1,No,Yes,67.39,5213.3,Yes,1.85
STD12340,Student_12340,Female,24,EEE,4,94.79,13,23,42,78,2.5,Fail,1,No,No,58.48,6207.04,Yes,1.68
STD12341,Student_12341,Male,21,Textile,4,79.24,20,47,43,110,3.3,Fail,2,Yes,No,52.21,5651.48,Yes,1.99
STD12342,Student_12342,Female,21,EEE,3,78.86,13,39,44,96,3.0,Fail,2,Yes,No,70.4,1552.48,Yes,5.65
STD12343,Student_12343,Male,21,Textile,8,91.83,24,42,34,100,3.0,Pass,0,No,Yes,74.16,5017.2,Yes,0.84
STD12344,Student_12344,Male,24,EEE,7,100.0,11,23,68,102,3.0,Pass,0,No,No,58.55,4833.78,Yes,2.3
STD12345,Student_12345,Female,17,ME,4,82.1,11,45,42,98,3.0,Pass,0,Yes,Yes,67.65,4096.02,Yes,2.19
STD12346,Student_12346,Male,22,ME,8,91.05,18,43,32,93,3.0,Fail,1,Yes,No,56.2,5411.58,Yes,2.22
STD12347,Student_12347,Male,18,CSE,3,76.12,22,36,62,120,3.7,Fail,1,No,Yes,30.22,2228.97,No,4.44
STD12348,Student_12348,Male,21,Textile,3,80.08,24,45,48,117,3.3,Fail,1,No,No,29.69,6668.71,Yes,3.88
STD12349,Student_12349,Female,17,ME,3,85.39,28,31,60,119,3.3,Fail,1,No,No,71.52,3148.81,Yes,0.93
STD12350,Student_12350,Female,20,Textile,7,88.03,16,30,61,107,3.3,Pass,0,No,No,55.03,2731.79,Yes,0.5
STD12351,Student_12351,Female,22,Textile,8,87.34,26,41,31,98,3.0,Pass,0,Yes,No,73.92,3725.7,Yes,2.16
STD12352,Student_12352,Female,23,BBA,4,82.55,25,33,45,103,3.0,Fail,2,Yes,No,34.93,5625.04,Yes,1.33
STD12353,Student_12353,Male,23,BBA,2,70.44,13,47,34,94,3.0,Fail,2,Yes,Yes,84.59,2699.26,Yes,5.43
STD12354,Student_12354,Female,24,EEE,6,72.09,13,28,67,108,3.3,Pass,0,No,Yes,56.12,2144.07,Yes,1.05
STD12355,Student_12355,Female,20,Textile,8,98.04,17,40,59,116,3.3,Pass,0,No,No,64.15,4573.29,No,2.21
STD12356,Student_12356,Female,20,EEE,6,80.9,29,24,47,100,3.0,Fail,1,No,Yes,84.6,1787.35,No,4.01
STD12357,Student_12357,Male,18,EEE,7,84.61,20,39,65,124,3.7,Pass,0,No,No,52.11,6658.06,Yes,1.55
STD12358,Student_12358,Female,17,CSE,2,86.86,18,28,67,113,3.3,Fail,1,No,Yes,73.41,5214.14,Yes,1.52
STD12359,Student_12359,Female,17,BBA,7,100.0,23,37,57,117,3.3,Fail,2,No,Yes,69.72,6211.09,Yes,3.4
STD12360,Student_12360,Male,20,BBA,4,82.3,19,44,62,125,3.7,Fail,2,No,Yes,62.37,1635.95,Yes,6.04
STD12361,Student_12361,Male,22,ME,2,95.0,25,41,31,97,3.0,Fail,2,No,No,78.61,4831.61,No,2.26
STD12362,Student_12362,Male,19,BBA,7,75.19,23,31,31,85,2.5,Pass,0,No,No,53.67,1000.0,Yes,4.8
STD12363,Student_12363,Male,20,ME,4,79.87,29,45,61,135,4.0,Pass,0,No,No,78.89,5033.97,Yes,1.91
STD12364,Student_12364,Female,18,Textile,8,89.78,19,48,41,108,3.3,Fail,2,Yes,Yes,100.0,3418.56,Yes,5.5
STD12365,Student_12365,Male,20,CSE,7,91.2,28,27,68,123,3.7,Fail,2,No,No,79.96,10056.58,Yes,4.69
STD12366,Student_12366,Female,22,EEE,3,88.86,17,23,35,75,2.5,Fail,2,No,No,62.94,3437.81,Yes,1.18
STD12367,Student_12367,Female,22,EEE,8,85.36,15,32,44,91,3.0,Fail,2,No,No,42.34,5070.59,Yes,4.81
STD12368,Student_12368,Female,20,Textile,5,84.2,29,23,61,113,3.3,Fail,2,No,Yes,91.04,1289.63,Yes,3.76
STD12369,Student_12369,Female,17,ME,1,97.66,10,45,44,99,3.0,Fail,2,No,No,67.49,2899.85,Yes,2.44
STD12370,Student_12370,Female,20,CE,7,99.94,25,20,39,84,2.5,Fail,1,No,Yes,56.63,1705.95,No,2.12
STD12371,Student_12371,Male,21,Textile,6,83.94,10,33,44,87,2.5,Pass,0,Yes,No,80.43,4649.99,Yes,2.39
STD12372,Student_12372,Female,21,ME,7,84.52,12,41,62,115,3.3,Fail,1,No,Yes,70.97,9264.09,Yes,4.35
STD12373,Student_12373,Female,19,Textile,4,82.2,17,48,68,133,3.7,Fail,1,Yes,No,64.09,2157.97,Yes,4.67
STD12374,Student_12374,Female,18,CSE,3,80.06,17,35,64,116,3.3,Pass,0,No,No,56.38,1000.0,Yes,4.08
STD12375,Student_12375,Male,24,Textile,5,92.67,11,21,41,73,2.0,Fail,1,No,Yes,69.6,7044.1,Yes,3.73
STD12376,Student_12376,Female,18,Textile,3,83.28,21,24,66,111,3.3,Fail,2,No,No,69.22,6400.56,Yes,5.9
STD12377,Student_12377,Female,23,BBA,1,87.15,25,38,64,127,3.7,Fail,1,Yes,No,25.47,4442.03,Yes,4.23
STD12378,Student_12378,Male,17,ME,6,89.09,20,37,33,90,3.0,Fail,2,Yes,No,57.76,3733.44,Yes,2.85
STD12379,Student_12379,Female,24,CSE,2,53.48,26,29,39,94,3.0,Pass,0,No,Yes,84.08,5375.81,Yes,0.99
STD12380,Student_12380,Female,18,EEE,2,78.67,23,36,49,108,3.3,Pass,0,No,No,52.62,8092.73,Yes,2.79
STD12381,Student_12381,Male,19,CE,3,85.85,14,44,60,118,3.3,Fail,2,Yes,Yes,86.13,2970.63,Yes,1.1
STD12382,Student_12382,Female,21,CE,1,92.35,10,47,60,117,3.3,Fail,1,No,Yes,61.87,6197.36,Yes,4.0
STD12383,Student_12383,Female,17,ME,3,100.0,17,36,60,113,3.3,Fail,2,No,Yes,80.58,5449.71,Yes,4.22
STD12384,Student_12384,Female,22,Textile,2,85.16,18,27,49,94,3.0,Fail,1,No,Yes,66.27,6383.76,Yes,4.71
STD12385,Student_12385,Female,21,BBA,3,70.18,11,41,38,90,3.0,Pass,0,Yes,Yes,69.38,4018.22,Yes,1.2
STD12386,Student_12386,Female,19,Textile,5,90.49,22,39,42,103,3.0,Fail,2,No,No,45.69,6270.41,No,0.5
STD12387,Student_12387,Male,17,ME,8,83.88,20,33,66,119,3.3,Fail,1,No,No,41.36,7321.92,Yes,1.49
STD12388,Student_12388,Male,24,CE,1,100.0,25,28,53,106,3.3,Fail,1,No,No,38.34,8214.51,No,4.45
STD12389,Student_12389,Male,20,CE,2,97.27,13,36,54,103,3.0,Fail,2,No,No,44.0,3825.41,Yes,3.8
STD12390,Student_12390,Female,18,Textile,6,72.16,16,33,59,108,3.3,Fail,1,Yes,No,55.16,8946.61,Yes,3.47
STD12391,Student_12391,Female,19,Textile,6,78.45,26,23,53,102,3.0,Fail,1,Yes,No,53.71,3835.3,Yes,0.68
STD12392,Student_12392,Female,17,Textile,3,99.79,16,30,38,84,2.5,Fail,1,No,No,58.53,5599.69,Yes,2.62
STD12393,Student_12393,Male,21,EEE,1,86.05,11,45,58,114,3.3,Fail,2,No,No,91.98,7287.73,Yes,3.56
STD12394,Student_12394,Female,17,BBA,3,90.76,27,26,39,92,3.0,Fail,1,No,Yes,72.44,6254.94,Yes,3.59
STD12395,Student_12395,Female,20,BBA,2,82.41,18,33,43,94,3.0,Fail,1,Yes,Yes,41.74,3151.8,Yes,3.79
STD12396,Student_12396,Female,19,CE,1,100.0,18,39,51,108,3.3,Fail,2,No,Yes,48.92,2638.49,Yes,2.73
STD12397,Student_12397,Male,17,CE,8,86.45,20,46,41,107,3.3,Pass,0,No,No,44.92,3767.18,No,1.97
STD12398,Student_12398,Male,22,ME,2,93.06,13,33,37,83,2.5,Fail,1,No,No,60.14,6285.73,Yes,3.4
STD12399,Student_12399,Female,19,ME,5,70.57,13,36,32,81,2.5,Fail,2,No,Yes,44.99,4292.52,Yes,0.68
STD12400,Student_12400,Female,19,EEE,5,72.83,14,34,55,103,3.0,Pass,0,No,No,21.65,4202.26,Yes,2.16
STD12401,Student_12401,Female,21,CE,6,100.0,26,39,49,114,3.3,Fail,2,No,No,80.21,6006.66,Yes,3.33
STD12402,Student_12402,Male,24,ME,4,73.48,14,46,46,106,3.3,Pass,0,No,No,54.11,4253.83,Yes,2.41
STD12403,Student_12403,Male,23,EEE,1,91.17,13,46,60,119,3.3,Fail,2,Yes,Yes,27.52,3670.46,Yes,3.41
STD12404,Student_12404,Male,18,BBA,5,94.3,12,33,42,87,2.5,Fail,2,No,Yes,47.88,7507.37,Yes,2.32
STD12405,Student_12405,Female,23,CE,4,87.88,10,41,61,112,3.3,Fail,1,No,No,22.12,4067.78,Yes,2.68
STD12406,Student_12406,Male,24,CSE,6,94.79,29,27,35,91,3.0,Fail,2,No,Yes,37.67,2422.8,Yes,4.19
STD12407,Student_12407,Female,22,CE,1,66.67,12,21,61,94,3.0,Pass,0,No,No,32.12,5397.87,Yes,4.72
STD12408,Student_12408,Female,20,ME,2,97.17,17,28,61,106,3.3,Fail,2,No,No,56.36,6923.38,Yes,4.62
STD12409,Student_12409,Male,17,CE,3,61.35,15,33,61,109,3.3,Fail,2,No,Yes,100.0,2838.07,Yes,0.5
STD12410,Student_12410,Female,23,CSE,3,93.62,11,42,30,83,2.5,Fail,1,No,No,18.04,4683.91,Yes,3.49
STD12411,Student_12411,Male,18,CE,8,100.0,10,32,40,82,2.5,Fail,2,No,Yes,26.5,3939.67,Yes,1.89
STD12412,Student_12412,Female,24,ME,2,97.65,29,25,41,95,3.0,Pass,0,No,Yes,38.44,6245.13,Yes,2.7
STD12413,Student_12413,Female,21,BBA,5,85.82,13,22,50,85,2.5,Fail,2,No,Yes,80.48,4311.38,Yes,1.84
STD12414,Student_12414,Male,18,ME,8,82.76,18,23,50,91,3.0,Fail,2,Yes,Yes,84.24,1997.84,Yes,4.19
STD12415,Student_12415,Female,19,EEE,3,84.84,21,43,39,103,3.0,Fail,2,No,No,70.62,4234.11,Yes,2.58
STD12416,Student_12416,Female,19,ME,2,74.23,28,26,38,92,3.0,Pass,0,Yes,Yes,22.75,6370.41,No,3.55
STD12417,Student_12417,Female,20,EEE,4,83.17,23,25,41,89,2.5,Fail,1,No,Yes,59.17,4962.31,Yes,2.06
STD12418,Student_12418,Female,22,CE,4,70.35,27,42,61,130,3.7,Fail,1,No,Yes,37.41,4064.55,Yes,2.86
STD12419,Student_12419,Female,17,EEE,2,76.34,26,44,50,120,3.7,Fail,1,No,Yes,32.28,2527.3,No,4.0
STD12420,Student_12420,Female,17,Textile,1,94.01,27,40,47,114,3.3,Fail,2,No,No,59.87,4511.92,Yes,4.57
STD12421,Student_12421,Female,21,CE,5,93.07,26,24,68,118,3.3,Fail,1,No,No,53.06,4534.03,Yes,4.0
STD12422,Student_12422,Female,20,EEE,5,89.12,18,48,34,100,3.0,Fail,1,No,No,54.01,3410.32,Yes,5.98
STD12423,Student_12423,Male,17,ME,2,86.69,21,49,34,104,3.0,Fail,1,No,No,68.09,7274.59,Yes,0.87
STD12424,Student_12424,Male,22,CSE,3,67.52,28,30,36,94,3.0,Fail,2,No,Yes,72.51,5280.19,Yes,0.5
STD12425,Student_12425,Female,24,CE,8,81.15,24,45,43,112,3.3,Fail,2,Yes,No,69.51,1000.0,Yes,3.54
STD12426,Student_12426,Female,19,EEE,6,84.26,27,26,51,104,3.0,Pass,0,Yes,No,51.53,1410.95,Yes,2.76
STD12427,Student_12427,Male,24,CSE,5,69.14,26,42,62,130,3.7,Fail,2,No,Yes,38.18,8303.33,Yes,4.37
STD12428,Student_12428,Female,24,EEE,5,71.03,23,32,64,119,3.3,Pass,0,Yes,Yes,33.84,4754.25,Yes,3.82
STD12429,Student_12429,Male,20,EEE,4,94.65,19,24,58,101,3.0,Pass,0,No,No,62.28,4787.0,Yes,4.73
STD12430,Student_12430,Male,18,EEE,4,88.21,29,35,44,108,3.3,Fail,1,Yes,No,55.57,7535.59,No,3.79
STD12431,Student_12431,Male,23,ME,8,73.48,11,34,60,105,3.3,Fail,1,No,No,54.71,6630.11,Yes,3.11
STD12432,Student_12432,Female,23,EEE,8,98.69,25,27,57,109,3.3,Fail,1,Yes,No,29.86,3949.55,Yes,2.03
STD12433,Student_12433,Female,20,CSE,4,94.86,15,41,47,103,3.0,Pass,0,Yes,No,68.17,6410.3,Yes,3.07
STD12434,Student_12434,Female,24,Textile,6,83.7,14,23,37,74,2.0,Fail,2,No,No,49.63,8351.43,Yes,0.5
STD12435,Student_12435,Male,20,EEE,5,72.35,10,32,62,104,3.0,Fail,1,Yes,No,74.38,6679.35,Yes,0.5
STD12436,Student_12436,Male,22,Textile,5,100.0,16,44,44,104,3.0,Fail,2,No,No,59.64,4934.18,Yes,0.96
STD12437,Student_12437,Male,22,BBA,6,100.0,16,37,36,89,2.5,Fail,2,No,No,67.89,3871.61,Yes,2.0
